type,title,companyTitle,minSalary,maxSalary,workExperience,education,totalTag,companyPeople,workTag,welfare,imgSrc,city
java,java软件工程师[丰台区],博宇通达,2000,4000,经验在校,应届,"IT技术服务｜咨询,人工智能服务,物联网 / 不需要融资 / 50-150人",50-150,软件服务｜咨询/IT技术服务｜咨询/SQL Server/ORACLE,专业技术团队、丰富的技术培训,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/33/E8/Cgp9HWBv9p-ANUCOAAAzU3zKcMM050.png,北京
java,java开发实习生[中关村],铂诺商学,2000,3000,经验在校,应届,"教育,金融 / A轮 / 50-150人",50-150,电商平台,行业大佬亲自带队,https://www.lgstatic.com/thumbnail_120x120/i/image3/M01/7A/9E/Cgq2xl55nJSAZxFWAABYCtvmRWs350.png,北京
java,java开发工程师[科技园区],京北方,15000,19000,经验3-5年,本科,IT技术服务｜咨询 / 上市公司 / 2000人以上,2000,软件服务｜咨询,银行,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/65/46/CioPOWGprYKAJMvZAAPBLPU6rns024.png,北京
java,高级java开发工程师[海淀区],贝壳,25000,35000,经验3-5年,本科,居住服务 / 上市公司 / 2000人以上,2000,居住服务,上市公司；薪资福利好；核心业务,https://www.lgstatic.com/thumbnail_120x120/i/image6/M01/6E/FE/Cgp9HWIAlrqAVQ1tAAAWrDCJNg4614.png,北京
java,java高级开发工程师[西城区],圆融汇通,20000,30000,经验5-10年,本科,"软件服务｜咨询,数据服务｜咨询,信息安全 / 未融资 / 15-50人",15-50,软件服务｜咨询/IT技术服务｜咨询,福利待遇好，升职加薪空间大,https://www.lgstatic.com/thumbnail_120x120/i/image6/M01/53/35/CioPOWEUj8WAOCG1AAAdiifHbd0514.png,北京
java,高级java开发工程师[酒仙桥],自如网,25000,35000,经验5-10年,本科,居住服务 / C轮 / 2000人以上,2000,全栈工程师/居住服务/后端工程师,租房福利,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/73/19/CioPOWIUXYyAHMKHAAA-ljuLV0U557.png,北京
java,JAVA[西二旗],京北方,10000,12000,经验1-3年,本科,IT技术服务｜咨询 / 上市公司 / 2000人以上,2000,软件服务｜咨询/科技金融/后端工程师/Spring/计算机/软件工程相关专业,银行项目，长期稳定,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/65/46/CioPOWGprYKAJMvZAAPBLPU6rns024.png,北京
java,高级java开发工程师[公主坟],融汇,20000,40000,经验3-5年,本科,IT技术服务｜咨询 / 不需要融资 / 50-150人,50-150,软件服务｜咨询/人工智能服务/JavaScript/Hadoop/后端工程师,人工智能、大模型、一流的团队、创新项目,https://www.lgstatic.com/thumbnail_120x120/image1/M00/43/65/CgYXBlXRZtuADbFZAADQiAyJ_M4164.jpg,北京
java,高级java开发工程师[望京],百融云创,25000,40000,经验3-5年,本科,"科技金融,人工智能服务 / 上市公司 / 500-2000人",500-2000,账务系统/科技金融/后端工程师,发展前景好,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/32/52/CgoB5lzdGueAacOGAAC2R7KXAu0992.png,北京
java,高级java开发工程师[月坛],亚信科技,15000,25000,经验3-5年,本科,"软件服务｜咨询,IT技术服务｜咨询 / 上市公司 / 2000人以上",2000,Hadoop/Python,核心技术,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/A1/42/CgotOVvS-F2ARLCqAAGhhVXKtLw993.jpg,北京
java,Java开发工程师[朝阳区],完美世界,15000,30000,经验1-3年,本科,游戏 / 上市公司 / 2000人以上,2000,Linux/游戏,同事友好，有定期团建,https://www.lgstatic.com/thumbnail_120x120/image1/M00/00/15/CgYXBlTUWECAXAksAABGkmdtwig327.jpg,北京
java,高级Java开发工程师[海淀区],搜狐集团,25000,35000,经验3-5年,不限,"内容资讯,游戏,音频｜视频媒体 / 上市公司 / 2000人以上",2000,移动互联网/后端/平台,"工作氛围好,精英团队,核心业务",https://www.lgstatic.com/thumbnail_120x120/i/image3/M00/15/40/Cgq2xlpxrIKAPFRwAAAzLesdOpI884.png,北京
java,java开发工程师[西北旺],中电金信,15000,25000,经验5-10年,大专,"IT技术服务｜咨询,软件服务｜咨询 / B轮 / 2000人以上",2000,软件服务｜咨询/Spring,稳定 六险一金 面试通过率高,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/4F/A5/CioPOWD6YxGAD-CWAAAsgCdp12U635.jpg,北京
java,高级java开发工程师[朝阳区],中电金信,16000,17000,经验3-5年,本科,"IT技术服务｜咨询,软件服务｜咨询 / B轮 / 2000人以上",2000,jvm/分布式系统开发经验/中大型项目架构经验/旅游｜出行/后端工程师,周末双休,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/4F/A5/CioPOWD6YxGAD-CWAAAsgCdp12U635.jpg,北京
java,Java开发工程师[西二旗],贝壳,25000,40000,经验3-5年,本科,居住服务 / 上市公司 / 2000人以上,2000,房地产｜建筑｜物业/python/linux/AIGC/后端工程师,带薪年假、三餐福利、五险一金、节日福利,https://www.lgstatic.com/thumbnail_120x120/i/image6/M01/6E/FE/Cgp9HWIAlrqAVQ1tAAAWrDCJNg4614.png,北京
java,java软件工程师[丰台区],博宇通达,2000,4000,经验在校,应届,"IT技术服务｜咨询,人工智能服务,物联网 / 不需要融资 / 50-150人",50-150,软件服务｜咨询/IT技术服务｜咨询/SQL Server/ORACLE,专业技术团队、丰富的技术培训,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/33/E8/Cgp9HWBv9p-ANUCOAAAzU3zKcMM050.png,北京
java,java开发实习生[中关村],铂诺商学,2000,3000,经验在校,应届,"教育,金融 / A轮 / 50-150人",50-150,电商平台,行业大佬亲自带队,https://www.lgstatic.com/thumbnail_120x120/i/image3/M01/7A/9E/Cgq2xl55nJSAZxFWAABYCtvmRWs350.png,北京
java,高级java开发工程师[东四],奇点浩翰,20000,30000,经验3-5年,本科,"数据服务｜咨询,IT技术服务｜咨询 / 未融资 / 50-150人",50-150,金融业/IT技术服务｜咨询/Spring,平台稳定,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/8D/CD/CgpFT1r7kZaAH3RAAABB80EZqKA809.png,北京
java,Java工程师[朝阳区],美团,25000,45000,经验1-3年,本科,消费生活 / 上市公司 / 2000人以上,2000,软件开发,团队氛围好,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/03/84/CgpVE1_ch26AEM8AAAAxNiZmyCE990.png,北京
java,java开发工程师[科技园区],京北方,15000,19000,经验3-5年,本科,IT技术服务｜咨询 / 上市公司 / 2000人以上,2000,软件服务｜咨询,银行,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/65/46/CioPOWGprYKAJMvZAAPBLPU6rns024.png,北京
java,java开发工程师[科技园区],京北方,12000,20000,经验5-10年,本科,IT技术服务｜咨询 / 上市公司 / 2000人以上,2000,flink/银行/科技金融/MyBatis/金融业,五险一金 带薪年假 完善的员工培训机制,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/65/46/CioPOWGprYKAJMvZAAPBLPU6rns024.png,北京
java,高级java开发工程师[月坛],亚信科技,15000,25000,经验3-5年,本科,"软件服务｜咨询,IT技术服务｜咨询 / 上市公司 / 2000人以上",2000,Hadoop/Python,核心技术,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/A1/42/CgotOVvS-F2ARLCqAAGhhVXKtLw993.jpg,北京
java,高级java开发工程师[海淀区],贝壳,25000,35000,经验3-5年,本科,居住服务 / 上市公司 / 2000人以上,2000,房地产｜建筑｜物业/居住服务,上市大平台；免费三餐；福利好；发展空间大,https://www.lgstatic.com/thumbnail_120x120/i/image6/M01/6E/FE/Cgp9HWIAlrqAVQ1tAAAWrDCJNg4614.png,北京
java,Java开发工程师[朝阳区],完美世界,15000,30000,经验1-3年,本科,游戏 / 上市公司 / 2000人以上,2000,Linux/游戏,同事友好，有定期团建,https://www.lgstatic.com/thumbnail_120x120/image1/M00/00/15/CgYXBlTUWECAXAksAABGkmdtwig327.jpg,北京
java,java开发工程师[西北旺],中电金信,15000,25000,经验5-10年,大专,"IT技术服务｜咨询,软件服务｜咨询 / B轮 / 2000人以上",2000,软件服务｜咨询/Spring,稳定 六险一金 面试通过率高,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/4F/A5/CioPOWD6YxGAD-CWAAAsgCdp12U635.jpg,北京
java,高级java开发工程师[朝阳区],中电金信,16000,17000,经验3-5年,本科,"IT技术服务｜咨询,软件服务｜咨询 / B轮 / 2000人以上",2000,jvm/分布式系统开发经验/中大型项目架构经验/旅游｜出行/后端工程师,周末双休,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/4F/A5/CioPOWD6YxGAD-CWAAAsgCdp12U635.jpg,北京
java,Java开发工程师[西二旗],贝壳,25000,40000,经验3-5年,本科,居住服务 / 上市公司 / 2000人以上,2000,房地产｜建筑｜物业/python/linux/AIGC/后端工程师,带薪年假、三餐福利、五险一金、节日福利,https://www.lgstatic.com/thumbnail_120x120/i/image6/M01/6E/FE/Cgp9HWIAlrqAVQ1tAAAWrDCJNg4614.png,北京
java,java开发工程师[西北旺],亚信科技,14000,25000,经验3-5年,本科,"软件服务｜咨询,IT技术服务｜咨询 / 上市公司 / 2000人以上",2000,软件服务｜咨询/MyBatis/Spring,六险一金、不打卡弹性工作、带薪年假、免费班车,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/A1/42/CgotOVvS-F2ARLCqAAGhhVXKtLw993.jpg,北京
java,java开发工程师[延庆区],北京泰斯听科技有限公...,15000,20000,经验不限,本科,"电商平台,汽车交易平台 / 未融资 / 15-50人",15-50,IT技术服务｜咨询/Spring/数据服务｜咨询/ORACLE,13薪,https://www.lgstatic.com/thumbnail_120x120/10/84c2b727d1f4429ca070b85e178f158a.jpg,北京
java,高级java开发工程师[东城区],保利票务,20000,40000,经验5-10年,本科,"移动互联网,文娱丨内容 / 未融资 / 150-500人",150-500,文化传媒/MyBatis/SQL Server/Spring/电商平台,五险一金、弹性工时、补充医疗、高温补贴,https://www.lgstatic.com/thumbnail_120x120/10/64c1fe07512d4f7482959c26ef2377d5.png,北京
java,java[七里庄],京北方,12000,22000,经验3-5年,本科,IT技术服务｜咨询 / 上市公司 / 2000人以上,2000,银行/ORACLE,五险一金,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/65/46/CioPOWGprYKAJMvZAAPBLPU6rns024.png,北京
java,java开发工程师[中关村],融捷教育,8000,15000,经验1-3年,本科,人工智能服务 / 不需要融资 / 50-150人,50-150,教育｜培训/Hibernate/MySQL/后端工程师,周末双休 五险一金,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/26/50/CgpEMlkZcnqACg2fAAApzfmJ7yk210.jpg,北京
java,java开发工程师[三里河],中招互连科技公司,15000,30000,经验1-3年,本科,"区块链,软件开发 / A轮 / 50-150人",50-150,软件服务｜咨询,团队好,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/3B/49/CgqCHl8ju_CANEuRAABCdORhXkU092.png,北京
java,Java高级开发工程师[海淀区],搜狐集团,20000,40000,经验5-10年,本科,"内容资讯,游戏,音频｜视频媒体 / 上市公司 / 2000人以上",2000,内容资讯/音频｜视频媒体,核心媒体平台产品，带薪年假15天,https://www.lgstatic.com/thumbnail_120x120/i/image3/M00/15/40/Cgq2xlpxrIKAPFRwAAAzLesdOpI884.png,北京
java,高级Java开发工程师[海淀区],搜狐集团,25000,35000,经验3-5年,不限,"内容资讯,游戏,音频｜视频媒体 / 上市公司 / 2000人以上",2000,移动互联网/后端/平台,"工作氛围好,精英团队,核心业务",https://www.lgstatic.com/thumbnail_120x120/i/image3/M00/15/40/Cgq2xlpxrIKAPFRwAAAzLesdOpI884.png,北京
java,java开发工程师[科技园区],京北方,15000,19000,经验3-5年,本科,IT技术服务｜咨询 / 上市公司 / 2000人以上,2000,软件服务｜咨询,银行,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/65/46/CioPOWGprYKAJMvZAAPBLPU6rns024.png,北京
java,java开发工程师[金融街],华泰保险,15000,25000,经验1-3年,本科,科技金融 / 不需要融资 / 2000人以上,2000,科技金融,行业前景好，工作氛围和谐,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/68/1B/CioPOWG8YxqAQ8EzAABJIm4YLIo954.png,北京
java,java开发工程师[海淀区],汽车之家,20000,30000,经验5-10年,本科,内容资讯 / 上市公司 / 2000人以上,2000,MyBatis/Spring,福利好，发展空间大,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/01/80/CgqKkVZuPraAN3O6AACFeBgN7dY620.jpg,北京
java,Java开发工程师[西北旺],亚信科技,15000,30000,经验不限,本科,"软件服务｜咨询,IT技术服务｜咨询 / 上市公司 / 2000人以上",2000,springboot,公司平台大，人员规模15000+，发展前景好,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/A1/42/CgotOVvS-F2ARLCqAAGhhVXKtLw993.jpg,北京
java,高级java开发工程师[三里河],中招互连科技公司,20000,33000,经验5-10年,本科,"区块链,软件开发 / A轮 / 50-150人",50-150,软件服务｜咨询/区块链,公司国企背景，未来准备上市，大牛带队,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/3B/49/CgqCHl8ju_CANEuRAABCdORhXkU092.png,北京
java,高级java开发工程师[月坛],亚信科技,15000,25000,经验3-5年,本科,"软件服务｜咨询,IT技术服务｜咨询 / 上市公司 / 2000人以上",2000,Hadoop/Python,核心技术,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/A1/42/CgotOVvS-F2ARLCqAAGhhVXKtLw993.jpg,北京
java,高级java开发工程师[海淀区],建信金科,20000,40000,经验5-10年,本科,科技金融 / 不需要融资 / 2000人以上,2000,MySQL/科技金融/MyBatis,高成长性，发展前景好,https://www.lgstatic.com/thumbnail_120x120/10/2978ef07bfd94706b97f37993250c757.png,北京
java,Java开发工程师[朝阳区],完美世界,15000,30000,经验1-3年,本科,游戏 / 上市公司 / 2000人以上,2000,Linux/游戏,同事友好，有定期团建,https://www.lgstatic.com/thumbnail_120x120/image1/M00/00/15/CgYXBlTUWECAXAksAABGkmdtwig327.jpg,北京
java,Java[海淀区],星球时空,20000,35000,经验5-10年,本科,"软件服务｜咨询,数据服务｜咨询 / 不需要融资 / 15-50人",15-50,软件服务｜咨询/数据服务｜咨询,"五险一金,绩效奖金,定期体检",https://www.lgstatic.com/thumbnail_120x120/10/14b39818cc4e4b3f8b9b75b6044ae87b.png,北京
java,java高级开发工程师[西城区],圆融汇通,20000,30000,经验5-10年,本科,"软件服务｜咨询,数据服务｜咨询,信息安全 / 未融资 / 15-50人",15-50,软件服务｜咨询/IT技术服务｜咨询,福利待遇好，升职加薪空间大,https://www.lgstatic.com/thumbnail_120x120/i/image6/M01/53/35/CioPOWEUj8WAOCG1AAAdiifHbd0514.png,北京
java,java开发工程师[科技园区],京北方,15000,19000,经验3-5年,本科,IT技术服务｜咨询 / 上市公司 / 2000人以上,2000,软件服务｜咨询,银行,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/65/46/CioPOWGprYKAJMvZAAPBLPU6rns024.png,北京
java,Java开发工程师[海淀区],湖北承众人力资源有限公司,8000,12000,经验不限,大专,"专业服务｜咨询,营销服务｜咨询 / 不需要融资 / 150-500人",150-500,营销服务｜咨询/专业服务｜咨询,"五险一金,定期体检,绩效奖金",https://www.lgstatic.com/thumbnail_120x120/10/70d85e9a30b341cb9f39af7d35a49e3d.png,北京
java,Java开发工程师[朝阳区],西安布质科技有限责任公司,12000,15000,经验不限,本科,无,[0],,"五险一金,全勤奖,绩效奖金",https://www.lgstatic.com/thumbnail_120x120/10/b843b30e40b9461f85556a1ef778b758.png,北京
java,java高级开发工程师[西城区],圆融汇通,20000,30000,经验5-10年,本科,"软件服务｜咨询,数据服务｜咨询,信息安全 / 未融资 / 15-50人",15-50,软件服务｜咨询/IT技术服务｜咨询,福利待遇好，升职加薪空间大,https://www.lgstatic.com/thumbnail_120x120/i/image6/M01/53/35/CioPOWEUj8WAOCG1AAAdiifHbd0514.png,北京
java,JAVA[西二旗],京北方,10000,12000,经验1-3年,本科,IT技术服务｜咨询 / 上市公司 / 2000人以上,2000,软件服务｜咨询/科技金融/后端工程师/Spring/计算机/软件工程相关专业,银行项目，长期稳定,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/65/46/CioPOWGprYKAJMvZAAPBLPU6rns024.png,北京
java,高级java开发工程师[望京],百融云创,25000,40000,经验3-5年,本科,"科技金融,人工智能服务 / 上市公司 / 500-2000人",500-2000,账务系统/科技金融/后端工程师,发展前景好,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/32/52/CgoB5lzdGueAacOGAAC2R7KXAu0992.png,北京
java,高级java开发工程师[公主坟],融汇,20000,40000,经验3-5年,本科,IT技术服务｜咨询 / 不需要融资 / 50-150人,50-150,软件服务｜咨询/人工智能服务/JavaScript/Hadoop/后端工程师,人工智能、大模型、一流的团队、创新项目,https://www.lgstatic.com/thumbnail_120x120/image1/M00/43/65/CgYXBlXRZtuADbFZAADQiAyJ_M4164.jpg,北京
java,java开发工程师[朝阳区],丰裕华元,30000,50000,经验3-5年,本科,区块链 / 不需要融资 / 50-150人,50-150,区块链/MySQL/金融业/Spring,远程办公、国内外出游、年终分红、绩效奖金,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/66/75/CioPOWGxXMuAVuC4AAAHpS81TmQ988.png,北京
java,JAVA工程师[朝阳区],大家健投,20000,40000,经验3-5年,本科,科技金融 / 未融资 / 50-150人,50-150,Linux/在线医疗/MySQL/MyBatis/物联网,风口行业,https://www.lgstatic.com/thumbnail_120x120/i/image6/M01/18/DA/Cgp9HWBJf-mAXvswAADslhf1L7c785.png,北京
java,JAVA工程师[大兴区],京东,20000,40000,经验3-5年,本科,电商平台 / 上市公司 / 2000人以上,2000,物流平台/ElasticSearch/MySQL/Redis/Spring,双休，技术氛围浓厚,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/6A/6A/CgpEMlmneQiADlm5AAAnJofg3og893.png,北京
java,java开发工程师[西北旺],泰能软件,10000,20000,经验不限,不限,"移动互联网,其他 / 未融资 / 50-150人",50-150,软件服务｜咨询/PostgreSQL/MySQL/互联网/SQL Server,优秀的团队成员一起参加编码工作,https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,北京
java,高级java开发工程师[清源],京东物流,30000,50000,经验5-10年,本科,电商平台 / 未融资 / 2000人以上,2000,全栈工程师/物流平台/MySQL/架构师/后端工程师,高并发 黄金流程 京东物流,https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,北京
java,java开发高级工程师（智能客服）[北下关],微财数科,30000,40000,经验3-5年,本科,科技金融 / 未融资 / 500-2000人,500-2000,消费生活/科技金融/机器学习算法/工程化经验/后端工程师/移动服务端开发,六险一金 核心系统 交通便利 发展空间大,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/40/20/Ciqc1F8yLoiAVaQLAAAoRP6nXsg864.jpg,北京
java,java开发高级工程师（核心系统）[北下关],微财数科,30000,40000,经验5-10年,本科,科技金融 / 未融资 / 500-2000人,500-2000,消费生活/科技金融/架构师/机器学习算法/工程化经验/移动服务端开发,六险一金 核心岗位 交通便利 福利好,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/40/20/Ciqc1F8yLoiAVaQLAAAoRP6nXsg864.jpg,北京
java,酷我音乐Java开发工程师[东城区],腾讯音乐娱乐集团,25000,50000,经验5-10年,本科,"工具类产品,内容社区,音频｜视频媒体 / 上市公司 / 2000人以上",2000,股票期权/绩效奖金/带薪年假/定期体检,大平台,https://www.lgstatic.com/thumbnail_120x120/10/223297cd5fbe446190948b4b5adc7866.jpeg,北京
java,中级java开发工程师[五道口],融捷教育,15000,25000,经验3-5年,本科,人工智能服务 / 不需要融资 / 50-150人,50-150,人工智能服务/JavaScript/MySQL/Redis,补充医疗 五险一金 餐补交补话补 十三薪,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/26/50/CgpEMlkZcnqACg2fAAApzfmJ7yk210.jpg,北京
java,Java开发工程师-交易方向[西二旗],贝壳,25000,40000,经验1-3年,本科,居住服务 / 上市公司 / 2000人以上,2000,房地产｜建筑｜物业/后端工程师,带薪年假、三餐福利、五险一金、节日福利,https://www.lgstatic.com/thumbnail_120x120/i/image6/M01/6E/FE/Cgp9HWIAlrqAVQ1tAAAWrDCJNg4614.png,北京
java,高级java工程师 (MJ004192)[酒仙桥],自如网,20000,30000,经验3-5年,本科,居住服务 / C轮 / 2000人以上,2000,全栈工程师/居住服务/架构师/后端工程师,租房福利,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/73/19/CioPOWIUXYyAHMKHAAA-ljuLV0U557.png,北京
java,高级java开发工程师(用户互动)[海淀区],搜狐集团,30000,45000,经验5-10年,本科,"内容资讯,游戏,音频｜视频媒体 / 上市公司 / 2000人以上",2000,JVM/高并发/内容资讯/音频｜视频媒体/架构设计,核心媒体产品，核心业务，带薪年假15天,https://www.lgstatic.com/thumbnail_120x120/i/image3/M00/15/40/Cgq2xlpxrIKAPFRwAAAzLesdOpI884.png,北京
java,Java开发（保险项目经验）[七里庄],速强信息,15000,16000,经验3-5年,本科,移动互联网 / 未融资 / 150-500人,150-500,软件服务｜咨询,五险一金,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/9A/12/CgoB5l2lh7mAHurVAAAH-PcMSjI017.png,北京
java,JAVA后端开发工程师（策略开发）[朝阳区],美团,35000,55000,经验1-3年,本科,消费生活 / 上市公司 / 2000人以上,2000,软件开发,成长空间大,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/03/84/CgpVE1_ch26AEM8AAAAxNiZmyCE990.png,北京
java,中高级java工程师[望京],百融云创,20000,35000,经验3-5年,本科,"科技金融,人工智能服务 / 上市公司 / 500-2000人",500-2000,科技金融/后端工程师,团队氛围好,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/32/52/CgoB5lzdGueAacOGAAC2R7KXAu0992.png,北京
java,Java后端研发岗[张家湾],大家信科有限责任公司,15000,30000,经验5-10年,本科,科技金融 / 不需要融资 / 2000人以上,2000,JavaScript/科技金融/MyBatis/IT技术服务｜咨询/SQL Server,技术挑战，创新项目，优秀团队，丰厚福利。,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/1D/E2/CgqCHl7i8ByASxjOAAA93I46OVw693.png,北京
java,Java高级服务研发工程师（数据服务） (MJ000880)[立水桥],集度,20000,40000,经验3-5年,本科,新能源汽车制造 / 未融资 / 2000人以上,2000,新能源汽车制造/Spring/Python,大平台 成长空间 高科技,https://www.lgstatic.com/thumbnail_120x120/10/e1baef23c2c04578bb2aac5e7030def2.png,北京
java,java中级开发工程师[西北旺],亚信科技,14000,24000,经验3-5年,本科,"软件服务｜咨询,IT技术服务｜咨询 / 上市公司 / 2000人以上",2000,软件服务｜咨询/Linux/MySQL/IT技术服务｜咨询/ORACLE,氛围好、空间大,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/A1/42/CgotOVvS-F2ARLCqAAGhhVXKtLw993.jpg,北京
java,Java研发工程师[西二旗],贝壳,25000,40000,经验3-5年,本科,居住服务 / 上市公司 / 2000人以上,2000,居住服务/Hadoop/Spark/电商平台,带薪年假 定期体检 弹性工作 扁平管理,https://www.lgstatic.com/thumbnail_120x120/i/image6/M01/6E/FE/Cgp9HWIAlrqAVQ1tAAAWrDCJNg4614.png,北京
java,高级Java工程师[海淀区],搜狐集团,20000,35000,经验不限,本科,"内容资讯,游戏,音频｜视频媒体 / 上市公司 / 2000人以上",2000,移动互联网/后端/服务器端,"各种团建,工作氛围好,福利待遇好",https://www.lgstatic.com/thumbnail_120x120/i/image3/M00/15/40/Cgq2xlpxrIKAPFRwAAAzLesdOpI884.png,北京
java,高级java开发工程师——内部系统[海淀区],欧科云链,30000,50000,经验5-10年,本科,区块链 / 上市公司 / 2000人以上,2000,互联网,见JD正文,https://www.lgstatic.com/thumbnail_120x120/10/fa48e207ec8d4c2dbf26c65a1e17c309.jpg,北京
java,急招 java开发 银行 周末双休 六险一金[朝阳区],法本信息,15000,22000,经验3-5年,本科,"人工智能服务,IT技术服务｜咨询 / 上市公司 / 2000人以上",2000,科技金融,银行项目,https://www.lgstatic.com/thumbnail_120x120/i/image3/M01/76/C2/CgpOIF5w8-GAAGHgAAA8lQbI5EE743.jpg,北京
java,Java高级研发岗（基础应用方向）[西北旺],北京中关村银行,30000,60000,经验5-10年,本科,"科技金融,金融业 / 不需要融资 / 150-500人",150-500,科技金融/金融业/Spring,奖金、交通、通讯和午餐补助、节日福利,https://www.lgstatic.com/thumbnail_120x120/i/image2/M00/2C/FC/CgoB5lowkLOALClUAACM0AYMZsw959.jpg,北京
java,Java中级研发岗（内部管理方向）[西北旺],北京中关村银行,20000,40000,经验3-5年,本科,"科技金融,金融业 / 不需要融资 / 150-500人",150-500,科技金融/金融业/Spring,奖金、交通、通讯和午餐补助、节日福利,https://www.lgstatic.com/thumbnail_120x120/i/image2/M00/2C/FC/CgoB5lowkLOALClUAACM0AYMZsw959.jpg,北京
java,高级java工程师（营销中台）[望京],百融云创,25000,35000,经验5-10年,本科,"科技金融,人工智能服务 / 上市公司 / 500-2000人",500-2000,科技金融/后端工程师,团队氛围好,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/32/52/CgoB5lzdGueAacOGAAC2R7KXAu0992.png,北京
java,java后端开发工程师[西二旗],贝壳,25000,50000,经验3-5年,本科,居住服务 / 上市公司 / 2000人以上,2000,软件服务｜咨询/电商平台,三餐免费，双休，大牛工作氛围,https://www.lgstatic.com/thumbnail_120x120/i/image6/M01/6E/FE/Cgp9HWIAlrqAVQ1tAAAWrDCJNg4614.png,北京
java,Java开发工程师-经纪产研方向[西二旗],贝壳,20000,35000,经验1-3年,本科,居住服务 / 上市公司 / 2000人以上,2000,房地产｜建筑｜物业/后端工程师,带薪年假、三餐福利、五险一金、节日福利,https://www.lgstatic.com/thumbnail_120x120/i/image6/M01/6E/FE/Cgp9HWIAlrqAVQ1tAAAWrDCJNg4614.png,北京
java,Java（驻场银行）学信网可查[西北旺],京北方,19000,23000,经验5-10年,本科,IT技术服务｜咨询 / 上市公司 / 2000人以上,2000,cloud/金融业/IT技术服务｜咨询/Spring,五险一金 带薪年假 团队旅游,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/65/46/CioPOWGprYKAJMvZAAPBLPU6rns024.png,北京
java,java开发资深工程师（贷后系统负责人）[北下关],微财数科,35000,45000,经验5-10年,本科,科技金融 / 未融资 / 500-2000人,500-2000,消费生活/科技金融/后端工程师,六险一金,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/40/20/Ciqc1F8yLoiAVaQLAAAoRP6nXsg864.jpg,北京
java,高级java开发工程师（酷我业务线）[朝阳门],腾讯音乐娱乐集团,35000,45000,经验5-10年,本科,"工具类产品,内容社区,音频｜视频媒体 / 上市公司 / 2000人以上",2000,音频｜视频媒体,优秀团队，完善福利，氛围Nice,https://www.lgstatic.com/thumbnail_120x120/10/223297cd5fbe446190948b4b5adc7866.jpeg,北京
java,高级Java开发工程师 (MJ001516)[望京],百融云创,25000,35000,经验5-10年,本科,"科技金融,人工智能服务 / 上市公司 / 500-2000人",500-2000,架构开发经验/科技金融/后端工程师,团队氛围好 发展空间大,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/32/52/CgoB5lzdGueAacOGAAC2R7KXAu0992.png,北京
java,短视频服务端开发（Java工程师）[朝阳区],美团,25000,50000,经验3-5年,本科,消费生活 / 上市公司 / 2000人以上,2000,MCN｜直播平台/MySQL/小程序开发/后端工程师/移动服务端开发,薪酬好、发展快,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/03/84/CgpVE1_ch26AEM8AAAAxNiZmyCE990.png,北京
