type,title,companyTitle,minSalary,maxSalary,workExperience,education,totalTag,companyPeople,workTag,welfare,imgSrc,city
web前端,web前端开发工程师[朝阳区],美餐,20000,40000,经验3-5年,本科,"消费生活,软件服务｜咨询 / D轮及以上 / 500-2000人",500-2000,软件服务｜咨询/webGL/JavaScript/Weex/Flex,"扁平化管理,Mac,优质餐饮,geek",https://www.lgstatic.com/thumbnail_120x120/i/image/M00/8D/1C/CgqKkViEWbOAN2b-AAAOf4c1CaQ783.png,北京
web前端,web前端开发工程师[海淀区],创新奇智,15000,20000,经验5-10年,本科,人工智能服务 / 上市公司 / 500-2000人,500-2000,能源｜矿产｜环保,六险一金,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/02/3E/CioPOWAdFCeAPdEoAADkljLPhCA437.png,北京
web前端,web前端开发工程师[西城区],当家科技,26000,32000,经验3-5年,本科,物联网 / 不需要融资 / 150-500人,150-500,物联网/移动客户端开发/桌面应用开发,福利待遇高,https://www.lgstatic.com/thumbnail_120x120/10/24461ae13bc44b2c84542dc9b5fba0b9.png,北京
web前端,web前端开发工程师[展览路],柠檬微趣,20000,30000,经验1-3年,本科,游戏 / 不需要融资 / 150-500人,150-500,JAVA/Html5/游戏,早晚餐、年终奖、项目奖金、团建、扁平化管理,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/47/5D/CioPOWDQLpCALF34AAAVkogK-L8932.jpg,北京
web前端,Web前端工程师[朝阳门],信永中和,15000,25000,经验3-5年,本科,专业服务｜咨询 / 不需要融资 / 2000人以上,2000,软件服务｜咨询/前端开发/人工智能服务/Web前端开发/工具类产品,"环境好,不加班,大公司",https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/90/AF/CgotOVujRpOAXPDRAABysG5nmgE703.png,北京
web前端,web前端开发工程师[朝阳区],谷多科技,6000,12000,经验1-3年,不限,IT技术服务｜咨询 / 未融资 / 15-50人,15-50,软件服务｜咨询/JavaScript/IT技术服务｜咨询,氛围良好 自由活泼,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/2C/26/CgpEMlkmPn-ASLcYAAAsAJm9ijc497.png,北京
web前端,web前端开发工程师[顺义区],北京英航网络科技,3000,5000,经验不限,大专,IT技术服务｜咨询 / 不需要融资 / 50-150人,50-150,软件服务｜咨询/Vue,web vue,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/7B/E6/CgoB5lty2jCAFBiAAACu1nw8k_M021.jpg,北京
web前端,Web前端开发工程师[中关村],途家民宿,15000,30000,经验3-5年,本科,"居住服务,旅游｜出行 / D轮及以上 / 500-2000人",500-2000,CSS/居住服务/Html5/JavaScript/Vue,发展前景良好,https://www.lgstatic.com/thumbnail_120x120/10/8f03b6ea3fdc47cf8b98e45b86dee115.png,北京
web前端,web前端开发工程师[朝阳区],创益融,15000,25000,经验3-5年,本科,"软件开发,区块链 / 不需要融资 / 15-50人",15-50,JAVA/金融业/IT技术服务｜咨询/React,技术团队大牛 不加班 不内卷,https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,北京
web前端,web前端开发工程师[海淀区],卅三智慧教育,15000,28000,经验5-10年,本科,"数据服务｜咨询,在线教育,软件服务｜咨询 / 不需要融资 / 少于15人",15,软件服务｜咨询/CSS/Html5/在线教育/JavaScript,核心团队成员；领导nice; 节日福利,https://www.lgstatic.com/thumbnail_120x120/10/c462cbb4b9334d61b083a0216ef34a74.jpg,北京
web前端,web前端开发工程师[建国门],久谦科技,15000,30000,经验不限,本科,专业服务｜咨询 / 未融资 / 150-500人,150-500,专业服务｜咨询,福利待遇优厚，发展空间大，团队氛围好,https://www.lgstatic.com/thumbnail_120x120/image1/M00/00/20/CgYXBlTUWG-AO7lKAABCOkK6QGo804.jpg,北京
web前端,web前端开发工程师[中关村],超块链,12000,20000,经验3-5年,本科,区块链 / A轮 / 15-50人,15-50,区块链/JavaScript,环境舒适，福利优厚，交通便利,https://www.lgstatic.com/thumbnail_120x120/i/image2/M00/3C/91/CgoB5lpTe5-ANDswAAAiZIn7ojg608.png,北京
web前端,web前端开发工程师[西二旗],好喔科技,15000,28000,经验5-10年,大专,IT技术服务｜咨询 / C轮 / 150-500人,150-500,IT技术服务｜咨询,长期项目，稳定,https://www.lgstatic.com/thumbnail_120x120/10/1ad1177b73e64c0ab210c72ce693ad1a.png,北京
web前端,web前端开发工程师[大山子],美餐,25000,45000,经验3-5年,本科,"消费生活,软件服务｜咨询 / D轮及以上 / 500-2000人",500-2000,消费生活/小程序开发/React,弹性办公、期权激励,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/8D/1C/CgqKkViEWbOAN2b-AAAOf4c1CaQ783.png,北京
web前端,web前端开发工程师[公主坟],金汇金融,8000,15000,经验1-3年,本科,科技金融 / 不需要融资 / 15-50人,15-50,Html5/JavaScript/Vue/科技金融/电商平台,六险一金、绩效奖金、年度体检、福利丰富,https://www.lgstatic.com/thumbnail_120x120/image1/M00/3D/1D/Cgo8PFW3TvyABX2rAAAOLSkru3U095.jpg,北京
web前端,web前端开发工程师[马坡],屹通信息,15000,18000,经验1-3年,本科,"金融,数据服务 / 上市公司 / 2000人以上",2000,互联网金融/银行/React,上市公司 五险一金,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/8D/00/CgqCHl_2xzCAXlQHAAAF7t8kgT4540.png,北京
web前端,web前端开发工程师[花乡],海鑫科金Hisign,12000,16000,经验在校,应届,IT技术服务｜咨询 / 上市公司 / 500-2000人,500-2000,JAVA/软件服务｜咨询/Vue,北京市户口指标；六险一金；弹性办公。,https://www.lgstatic.com/thumbnail_120x120/image1/M00/28/8A/CgYXBlVhcHWAA0RJAADH_y5zCz8796.png,北京
web前端,web前端开发工程师[世纪城],中科天擎,6000,12000,经验1-3年,大专,"数据服务,企业服务 / 不需要融资 / 50-150人",50-150,JAVA/软件服务｜咨询/Vue,扁平化管理 带薪假期 年终福利 全勤奖,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/57/AC/CgpFT1mIP9qARq3UAAASajPghKE718.jpg,北京
web前端,web前端开发工程师[牡丹园],阳光金科,10000,20000,经验3-5年,本科,科技金融 / 不需要融资 / 150-500人,150-500,人工智能服务,七险一金、股票期权、员工体检、午餐补贴,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/2D/C3/Ciqc1F8EC3CAFLhKAAAYfXErL0k204.jpg,北京
web前端,web前端开发工程师[西二旗],华为技术有限公司,15000,25000,经验不限,本科,"智能硬件,IT技术服务｜咨询,制造业 / 不需要融资 / 2000人以上",2000,软件服务｜咨询/JavaScript/IT技术服务｜咨询,薪资待遇具有竞争力，职业发展前景好,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/67/04/CgpEMlmepHiAJmEXAAArAJs2qv0103.jpg,北京
web前端,web前端工程师[五道口],清极,20000,35000,经验1-3年,本科,"软件服务｜咨询,工具类产品,IT技术服务｜咨询 / 未融资 / 少于15人",15,软件服务｜咨询/Web前端开发/小程序开发/IT技术服务｜咨询/React,工作氛围愉快，弹性工时，人性化管理,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/6F/35/Cgp9HWIB4aeAXbvdAAAZKHNCJr8211.png,北京
web前端,web前端开发工程师[永定],北京迈迪培尔信息技术有限公司,6000,12000,经验不限,本科,医疗丨健康 / 天使轮 / 15-50人,15-50,JavaScript/HTML5/Javascript,五险一金、定期体检、带薪年假、节日福利,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/5F/E8/CgpEMlmRJ3eAVQZ8AAAje3uy0js535.jpg,北京
web前端,web前端开发工程师[朝阳区],北京火舞科技有限公司,15000,25000,经验3-5年,本科,"软件服务｜咨询,营销服务｜咨询 / 不需要融资 / 15-50人",15-50,CSS/Html5/JavaScript/Javascript/游戏,六险一金 补充医疗 带薪年假 定期体检,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/6A/C3/Cgp9HWHT9eiAEDF7AAT59ABcX3A784.jpg,北京
web前端,web前端工程师[回龙观],中梦网络,12000,20000,经验3-5年,本科,游戏 / 不需要融资 / 50-150人,50-150,JavaScript/文化传媒/游戏/Node.js,核心团队、海外大文娱方向,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/01/FF/CgotOVyQzUGATrk0AABaCDuHlSk521.png,北京
web前端,web前端开发工程师[奥运村],北京佰利亚,9000,18000,经验不限,本科,"移动互联网,医疗丨健康 / 不需要融资 / 50-150人",50-150,JAVA/CSS/医疗｜保健｜美容/JavaScript/IT技术服务｜咨询,公司在医疗行业沉浸多年，可增加个人行业沉淀,https://www.lgstatic.com/thumbnail_120x120/image2/M00/01/EE/CgpzWlXmWjSAUwi3AAARen2NVew081.jpg?cc=0.9775304738215873,北京
web前端,web前端开发工程师[西北旺],北京同达合创,10000,15000,经验3-5年,大专,IT技术服务｜咨询 / 未融资 / 50-150人,50-150,软件服务｜咨询/CSS/JavaScript/Vue/IT技术服务｜咨询,五险一金，各种补贴,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/23/29/CgotOVzBI9eAJ-2WAAAdvfd-Tng007.jpg,北京
web前端,web前端开发工程师[海淀区],殷图网联,15000,20000,经验3-5年,本科,物联网 / 上市公司 / 50-150人,50-150,能源｜矿产｜环保/物联网,带薪年假，生日福利，周末双休,https://www.lgstatic.com/thumbnail_120x120/i/image6/M01/3C/36/Cgp9HWCJGFqACez3AAAKIjkYvwI917.png,北京
web前端,web前端开发工程师[西北旺],旭日神州,15000,16000,经验3-5年,大专,"企业服务,信息安全 / 未融资 / 500-2000人",500-2000,软件服务｜咨询/Html5/JavaScript,不加班,https://www.lgstatic.com/thumbnail_120x120/10/d8b7c096c2734ceea99a41730bae6545.jpg,北京
web前端,web前端开发工程师[回龙观],凌云,10000,15000,经验3-5年,本科,"企业服务,移动互联网 / 未融资 / 15-50人",15-50,Vue/React/云计算,快速成长、合理回报、充满机遇、鼓励创新,https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,北京
web前端,web前端开发工程师[海淀区],北京数联领航网络科技有限公司,12000,18000,经验3-5年,本科,IT技术服务｜咨询 / 未融资 / 50-150人,50-150,软件服务｜咨询/CSS/JavaScript/IT技术服务｜咨询,上市公司，大牛带队，福利完善,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/DE/E7/CgoB5lxrkrqAD5OvAAAlPuzjILk955.png,北京
web前端,web前端开发工程师[和平里],DataMesh,11000,20000,经验3-5年,本科,"企业服务,数据服务 / B轮 / 50-150人",50-150,Html5/Vue/工具类产品,企业元宇宙 数字孪生 智能制造,https://www.lgstatic.com/thumbnail_120x120/i/image6/M01/78/EF/Cgp9HWIu4jmAcAcpAADBc30rTKY443.png,北京
web前端,web前端开发工程师[呼家楼],创软科技,15000,25000,经验3-5年,大专,IT技术服务｜咨询 / 不需要融资 / 150-500人,150-500,JavaScript/Vue/物联网/服务业,周末双休 带薪年假 五险一金,https://www.lgstatic.com/thumbnail_120x120/10/182acefddcd245e68f45d6e07363a663.jpg,北京
web前端,Web前端开发工程师[石景山区],中教畅享,12000,20000,经验1-3年,本科,在线教育 / 不需要融资 / 150-500人,150-500,Html5/JavaScript/IT技术服务｜咨询,每年薪酬调整！工作氛围好！,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/54/C7/CgqCHl9pk2SATdAJAAEOVgTlQp4117.JPG,北京
web前端,web前端开发工程师[古城],共同奋斗,5000,10000,经验1-3年,本科,"数据服务｜咨询,医疗｜保健｜美容 / 未融资 / 15-50人",15-50,CSS/Html5/JavaScript/短视频/电商平台,薪资好,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/50/15/Cgp9HWD-RrCAMWJYAAAD4tyNRwI192.png,北京
web前端,web前端开发工程师[回龙观],eYenurse,12000,24000,经验1-3年,本科,移动互联网 / 天使轮 / 15-50人,15-50,人工智能服务/Html5/JavaScript,工作居住证，无息车贷房贷，股票期权,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/8B/2D/CgqKkVh4g1eAelA4AAAnAL8K4fU230.png,北京
web前端,web前端开发工程师[三里屯],快乐开工,15000,30000,经验不限,本科,消费生活 / 天使轮 / 50-150人,50-150,区块链/Html5/JavaScript/Vue/React,新兴前沿领域，拓展海外视野,https://www.lgstatic.com/thumbnail_120x120/image1/M00/29/F0/CgYXBlVoFsGAaiQZAABoOlneckU100.png,北京
web前端,web前端开发工程师[海淀区],喀斯玛,15000,20000,经验5-10年,本科,电商平台 / 未融资 / 150-500人,150-500,电商平台,国有企业 氛围轻松 周末双休 交通便利,https://www.lgstatic.com/thumbnail_120x120/10/acd1f2d7a4e949a8afe77d3c353341ea.jpg,北京
web前端,web前端开发工程师[昌平区],未来教育高精尖中心,15000,20000,经验1-3年,本科,教育｜培训 / 不需要融资 / 150-500人,150-500,Html5/在线教育/Vue,正规稳定、团队合作、发展前景,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/8F/4B/CgqKkViVK2CALBNVAACCWtK4bmQ859.png,北京
web前端,web前端开发工程师[西北旺],中科致远,11000,22000,经验3-5年,本科,"教育,企业服务 / A轮 / 50-150人",50-150,JavaScript/Node.js,高校互联网产品开发，期权，分红,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/40/9D/Cgp3O1d7JSyAP2deAAANv7zoIRc429.jpg,北京
web前端,web前端开发工程师[朝阳区],健生来康,10000,15000,经验3-5年,本科,IT技术服务｜咨询 / 未融资 / 15-50人,15-50,在线医疗/JavaScript/IT技术服务｜咨询/Angular,**医疗资源，发展前景好,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/75/DC/CioPOWIgI1OAQXcjAACem5FW8g8391.png,北京
web前端,web前端开发工程师[海淀区],清雷科技,20000,30000,经验3-5年,本科,IT技术服务｜咨询 / A轮 / 50-150人,50-150,人工智能服务/Html5/JavaScript/Vue/物联网,毫米波雷达应用在智慧养老领域,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/6D/36/Cgp9HWHpIkSAfcphAACUPhufZA4790.png,北京
web前端,web前端开发工程师[公主坟],金汇金融,8000,10000,经验在校,应届,科技金融 / 不需要融资 / 15-50人,15-50,CSS/Html5/Vue/科技金融/电商平台,六险一金、绩效奖金、年度体检、福利丰富,https://www.lgstatic.com/thumbnail_120x120/image1/M00/3D/1D/Cgo8PFW3TvyABX2rAAAOLSkru3U095.jpg,北京
web前端,web前端开发工程师[永定],北京迈迪培尔信息技术有限公司,6000,12000,经验在校,应届,医疗丨健康 / 天使轮 / 15-50人,15-50,人工智能服务/JavaScript,五险一金、带薪年假、绩效奖金、员工体检,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/5F/E8/CgpEMlmRJ3eAVQZ8AAAje3uy0js535.jpg,北京
web前端,web前端开发工程师[来广营],博乐科技,17000,22000,经验在校,应届,游戏 / 不需要融资 / 500-2000人,500-2000,JavaScript/游戏/Node.js/Angular,"项目奖金，优秀团队，优厚福利待遇,晋升空间",https://www.lgstatic.com/thumbnail_120x120/i/image/M00/2A/4E/CgqKkVcxrdWAXXCsAABISSAPic8095.JPG,北京
web前端,web前端开发工程师[立水桥],博乐科技,18000,23000,经验在校,应届,游戏 / 不需要融资 / 500-2000人,500-2000,Vue/游戏/Node.js,周末双休，一对一培养，技术大牛多，氛围好,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/2A/4E/CgqKkVcxrdWAXXCsAABISSAPic8095.JPG,北京
web前端,web前端开发工程师[三元桥],博阳,9000,18000,经验在校,应届,"软件服务｜咨询,数据服务｜咨询 / 不需要融资 / 15-50人",15-50,Html5/JavaScript,"工作自主度高,快速提升技术能力",https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/32/00/CioPOWBtWIOAeb1oAAAxKkOW9FY687.jpg,北京
web前端,web前端开发工程师[东城区],某知名企业,35000,65000,经验3-5年,本科,无,[0],社交平台/电商平台,双休 年底加薪,https://www.lgstatic.com/i/image6/M00/5A/6C/CioPOWFQF7OAa2WCAABcoDrkvzI497.png,北京
web前端,web前端开发工程师[昌平区],柏达人力资源顾问,30000,50000,经验不限,本科,"专业服务｜咨询,软件服务｜咨询,IT技术服务｜咨询 / 未融资 / 50-150人",50-150,IT技术服务｜咨询,国企稳定岗位,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/29/73/CioPOWBhUNOAVoLsAAAGR7_sjjI973.png,北京
web前端,web前端开发工程师[永顺],顺捷兴宏工程设计咨询,15000,25000,经验5-10年,大专,企业服务 / 未融资 / 150-500人,150-500,软件服务｜咨询/Vue,五险一金全额,https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,北京
web前端,web前端开发工程师[西北旺],科锐国际,15000,20000,经验3-5年,本科,专业服务｜咨询 / 上市公司 / 2000人以上,2000,CSS/Vue/计算机软件/互联网/es6,大厂项目,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/64/78/Ciqc1F-Y0HuAR0ZLAAAJXcqWa6I701.png,北京
web前端,资深前端开发工程师-飞书[海淀区],字节跳动,30000,60000,经验不限,本科,"内容资讯,短视频 / D轮及以上 / 2000人以上",2000,web前端,"下午茶,健身瑜伽,六险一金,股票期权",https://www.lgstatic.com/thumbnail_120x120/10/a245ba93a25f4defbe9cd27fd9cb69a0.png,北京
web前端,前端开发工程师-飞书[海淀区],字节跳动,30000,60000,经验3-5年,本科,"内容资讯,短视频 / D轮及以上 / 2000人以上",2000,web前端,"下午茶,健身瑜伽,六险一金,股票期权",https://www.lgstatic.com/thumbnail_120x120/10/a245ba93a25f4defbe9cd27fd9cb69a0.png,北京
web前端,外卖技术-高级前端开发工程师-营销方向[朝阳区],美团,30000,50000,经验3-5年,本科,消费生活 / 上市公司 / 2000人以上,2000,生活服务/电商平台,外卖核心业务大前端开发,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/03/84/CgpVE1_ch26AEM8AAAAxNiZmyCE990.png,北京
web前端,前端开发工程师（海外岗位-曼谷）[回龙观],MATRIX TECH PTE.LTD.,20000,40000,经验3-5年,本科,科技金融 / C轮 / 150-500人,150-500,CSS/Html5/JavaScript/科技金融/Web前端开发,业务稳定 团队氛围佳 薪酬福利佳,https://www.lgstatic.com/thumbnail_120x120/i/image3/M01/56/FF/CgpOIF3xtYCAPffCAAAhWL_XNLg673.jpg,北京
web前端,高级前端工程师[中关村],Moka,25000,35000,经验5-10年,博士,软件服务｜咨询 / C轮 / 500-2000人,500-2000,软件服务｜咨询/CSS,发展前景好,https://www.lgstatic.com/thumbnail_120x120/i/image6/M01/50/4D/Cgp9HWD_d-aAQbAvAAEMXl_9XJg853.png,北京
web前端,前端开发工程师-react[海淀区],磐沄科技,20000,30000,经验3-5年,本科,区块链 / B轮 / 50-150人,50-150,区块链/Web前端开发,发展空间大、独角兽,https://www.lgstatic.com/thumbnail_120x120/10/190fd327365c4df2b09c40975a5f4b70.png,北京
web前端,Web前端工程师(javascript方向)[海淀区],北京易伟航科技有限公司,15000,25000,经验1-3年,本科,"软件服务｜咨询,数据服务｜咨询 / 不需要融资 / 15-50人",15-50,软件服务｜咨询/数据服务｜咨询,"五险一金,定期体检,餐饮补贴",https://www.lgstatic.com/thumbnail_120x120/10/fbdcf6f69da7429a825881c921c76293.png,北京
web前端,Web前端开发[朝阳区],北京华锐同创系统技术有限公司,8000,15000,经验3-5年,本科,无,[0],,"五险一金,绩效奖金,周末双休",https://www.lgstatic.com/thumbnail_120x120/10/0098b2786d084042a4e2450f2a5e6b45.png,北京
web前端,前端开发工程师-Growth-北京[海淀区],字节跳动,30000,50000,经验3-5年,本科,"内容资讯,短视频 / D轮及以上 / 2000人以上",2000,web前端,"下午茶,健身瑜伽,六险一金,股票期权",https://www.lgstatic.com/thumbnail_120x120/10/a245ba93a25f4defbe9cd27fd9cb69a0.png,北京
web前端,前端开发工程师-飞书[海淀区],字节跳动,30000,60000,经验3-5年,本科,"内容资讯,短视频 / D轮及以上 / 2000人以上",2000,web前端,"下午茶,健身瑜伽,六险一金,股票期权",https://www.lgstatic.com/thumbnail_120x120/10/a245ba93a25f4defbe9cd27fd9cb69a0.png,北京
web前端,web前端开发实习生[石景山区],引领通科技,4000,8000,经验在校,应届,"移动互联网,企业服务 / 不需要融资 / 15-50人",15-50,软件服务｜咨询/IT技术服务｜咨询,弹性工作 年底多薪（人员务必在北京）,https://www.lgstatic.com/thumbnail_120x120/10/091dc667cf404ed19b7bd12cc997a59e.png,北京
web前端,高级web前端开发工程师[大兴区],京东商城,30000,50000,经验5-10年,本科,电商平台 / 上市公司 / 2000人以上,2000,JavaScript/Vue/新零售/电商平台/Webpack,团队氛围好,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/6A/8D/CgpEMlmnpPeAJ2NUAAAvjxNaaBs063.png,北京
web前端,初级 web 前端开发工程师[建国门],Diggo,15000,24000,经验在校,应届,消费生活 / 不需要融资 / 50-150人,50-150,CSS/Html5/内容资讯/JavaScript/Web前端开发,年中奖、年终奖、房补、饭补、交通补、绩效奖金,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/7E/53/CioPOWJOlXGAU_XhAABUiShz1YQ167.png,北京
web前端,web前端开发[白石桥],数悦科技,16000,25000,经验1-3年,本科,软件服务｜咨询 / 未融资 / 50-150人,50-150,软件服务｜咨询/Html5/Vue/小程序开发/IT技术服务｜咨询,13薪、稳定,https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,北京
web前端,web前端工程师（兼职）[西北旺],合众鼎成,15000,30000,经验5-10年,本科,"数据服务｜咨询,人工智能服务 / 不需要融资 / 50-150人",50-150,软件服务｜咨询/人工智能服务/JavaScript/Vue/React,弹性工作,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/75/6B/CgoB5l1SJOOAcHEnAAAk2hTER-c404.png,北京
web前端,web前端开发实习[门头沟区],集智学园,3000,5000,经验在校,应届,"移动互联网,教育 / 天使轮 / 少于15人",15,人工智能服务/Vue/JavaScript/科研服务/Webpack,可以转正、提升空间、提供食宿、团队氛围好,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/8E/5B/CgpFT1r-cEiAMeDIAAA9guYGuAk184.jpg,北京
web前端,web前端开发工程师(J10018)[望京],白龙马云行,30000,40000,经验3-5年,本科,软件服务｜咨询 / 不需要融资 / 150-500人,150-500,旅游｜出行,独角兽 提供二餐 零食水果下午茶,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/47/6B/CgqCHl9HrO2ADFMNAABNr5WdQog737.png,北京
web前端,web3前端开发工程师[望京],创块科技,18000,30000,经验3-5年,本科,科技金融 / 天使轮 / 50-150人,50-150,科技金融,团队实力强 稳定环境,https://www.lgstatic.com/thumbnail_120x120/10/e97e004ac897455b9c03109b495cffec.png,北京
web前端,web前端开发工程师(邮储银行)[丰台区],人瑞,18000,25000,经验3-5年,本科,专业服务｜咨询 / 上市公司 / 2000人以上,2000,Vue/金融业/小程序开发/电商平台,技术大牛云集 成长空间大 绩效多多,https://www.lgstatic.com/thumbnail_120x120/i/image6/M01/84/8C/Cgp9HWKV666AQ5evAAAM889yxxc760.png,北京
web前端,高级web前端开发工程师[建外大街],中科丝路,18000,30000,经验5-10年,本科,"移动互联网,数据服务 / 未融资 / 15-50人",15-50,软件服务｜咨询/Vue/Cesium/IT技术服务｜咨询/React,大牛带队，创新项目,https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,北京
web前端,高级web前端开发工程师[西城区],新德汇,18000,25000,经验5-10年,本科,移动互联网 / 未融资 / 500-2000人,500-2000,软件服务｜咨询/人工智能服务/Vue/JavaScript,自研、非外包,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/01/09/Cgp3O1ZedPuAEyRtAAAOyhbKApE805.jpg,北京
web前端,Web前端开发工程师(D1095)[西北旺],蓝箭航天,25000,35000,经验3-5年,本科,"制造业,能源｜矿产｜环保 / C轮 / 500-2000人",500-2000,CSS/JavaScript/数据服务｜咨询,绩效奖金、五险一金,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/09/65/Cip5yGAOlneAGqmXAABdYxie-jk732.png,北京
web前端,web前端工程师(j14095)[西三旗],传智教育,20000,25000,经验3-5年,本科,教育｜培训 / 上市公司 / 500-2000人,500-2000,教育｜培训/Html5/JavaScript/Web前端开发,核心团队，平台稳定,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/72/27/CgqCHl_A0bGAH5gTAAE91m575rs743.png,北京
web前端,web前端工程师(j14095)[西三旗],传智教育,20000,25000,经验3-5年,本科,教育｜培训 / 上市公司 / 500-2000人,500-2000,教育｜培训/Html5/JavaScript/Web前端开发,核心团队，平台稳定,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/72/27/CgqCHl_A0bGAH5gTAAE91m575rs743.png,北京
web前端,web前端开发工程师(J10520)[西三旗],云知声,15000,25000,经验3-5年,本科,物联网 / D轮及以上 / 500-2000人,500-2000,人工智能服务/Node.js/react/物联网,平台发展、工作环境佳、技术大牛,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/0D/AB/Ciqc1F7EmCWAWWRyAAAiy6bw2qk829.jpg,北京
web前端,Web前端开发实习生[朝阳区],小黑盒,7000,10000,经验在校,应届,"游戏,内容社区 / B轮 / 50-150人",50-150,社交平台/游戏/React/Angular,"北大博士,腾讯大牛,电竞大数据,期权激励",https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/8C/A4/CgoB5l1_DYaAeZtqAABmeTkQCpo942.png,北京
web前端,Web/APP 前端开发(应届)[西二旗],智奇科技,8000,16000,经验在校,应届,"医疗丨健康,文娱丨内容 / 天使轮 / 50-150人",50-150,JavaScript/休闲｜娱乐/物联网,一线项目 大神带队 快速成长 免费健身,https://www.lgstatic.com/thumbnail_120x120/image1/M00/0B/CB/Cgo8PFT0BvuAF_PTAAB-bL0xaSI553.png,北京
web前端,web前端工程师-应届[朝阳区],销售易,14000,20000,经验在校,应届,软件服务｜咨询 / D轮及以上 / 500-2000人,500-2000,软件服务｜咨询/CSS/Html5/JavaScript/Vue,大牛一对一、行业产品佳、团队氛围好,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/2B/0B/CgpFT1kunGWANWWmAABcueHg2bY267.jpg,北京
web前端,web前端开发[西三旗],知网,12000,18000,经验1-3年,本科,"信息检索,工具类产品,内容社区 / 上市公司 / 2000人以上",2000,Html5/Vue/Node.js/Angular,五险二金，免饭，宿舍班车，技术驱动,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/00/6D/CgqKkVZJj_qAIz4tAAAZsDXnarY482.jpg,北京
web前端,百度web前端开发实习生[西北旺],百度,4000,6000,经验在校,应届,"工具类产品,人工智能服务,信息检索 / 上市公司 / 2000人以上",2000,CSS/JavaScript/工具类产品/小程序开发/电商平台,大厂 导师指导 饭补 免费打车 团建,https://www.lgstatic.com/thumbnail_120x120/image1/M00/30/EE/Cgo8PFWKMGaAUcl9AAAQ6T1UewY716.png?cc=0.8195899843099785,北京
web前端,创新项目-Web前端开发实习生[望京],陌陌,5000,7000,经验在校,应届,社交平台 / 上市公司 / 500-2000人,500-2000,社交/Angularjs,免费咖啡、下午茶~超nice的小伙伴,https://www.lgstatic.com/thumbnail_120x120/10/6a25216493c64bfe9027c39125846a3a.png,北京
web前端,前端开发Leader-基础架构[海淀区],字节跳动,30000,60000,经验不限,本科,"内容资讯,短视频 / D轮及以上 / 2000人以上",2000,web前端,"下午茶,健身瑜伽,六险一金,股票期权",https://www.lgstatic.com/thumbnail_120x120/10/a245ba93a25f4defbe9cd27fd9cb69a0.png,北京
web前端,前端开发工程师-飞书[海淀区],字节跳动,30000,60000,经验3-5年,本科,"内容资讯,短视频 / D轮及以上 / 2000人以上",2000,web前端,"下午茶,健身瑜伽,六险一金,股票期权",https://www.lgstatic.com/thumbnail_120x120/10/a245ba93a25f4defbe9cd27fd9cb69a0.png,北京
